,Beer_Name,Beer_ID,Brew_ID,ABV,IBU,Style,Ounces,Brewery_Name,City,State
263,Montana Trout Slayer Ale (2009),35,337,0.05,35,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula, MT
264,Moose Drool Brown Ale (2009),34,337,0.051,26,American Brown Ale,12,Big Sky Brewing Company,Missoula, MT
265,Arcus IPA,2096,222,0.069,81,American IPA,12,Big Storm Brewing Company,Odessa, FL
266,Wavemaker,2095,222,0.058,38,American Amber / Red Ale,12,Big Storm Brewing Company,Odessa, FL
267,Jack Pine Savage,1257,445,0.053,43,American Pale Ale (APA),16,Big Wood Brewery,Vadnais Heights, MN
268,Forest Fire Imperial Smoked Rye,1256,445,0.099,85,Rye Beer,16,Big Wood Brewery,Vadnais Heights, MN
269,Bad Axe Imperial IPA,1255,445,0.098,76,American Double / Imperial IPA,16,Big Wood Brewery,Vadnais Heights, MN
270,Morning Wood,986,445,0.055,35,Oatmeal Stout,16,Big Wood Brewery,Vadnais Heights, MN
271,Bark Bite IPA,985,445,0.066,50,American IPA,16,Big Wood Brewery,Vadnais Heights, MN
272,Jalapeno Pale Ale,2508,71,0.055,45,American Pale Ale (APA),16,Birdsong Brewing Company,Charlotte, NC
273,Blown Out Brown,1441,408,0.052,20,American Brown Ale,12,Bitter Root Brewing,Hamilton, MT
274,Single Hop Ale,1413,408,0.063,76,American Pale Ale (APA),12,Bitter Root Brewing,Hamilton, MT
275,Sawtooth Ale,1411,408,0.054,45,American Blonde Ale,12,Bitter Root Brewing,Hamilton, MT
276,Saucy Intruder,2620,19,0.072,75,Rye Beer,16,Black Acre Brewing Co.,Indianapolis, IN
277,Deception,2412,113,0.045,16,American Blonde Ale,12,Black Market Brewing Company,Temecula, CA
278,Blackmarket Rye IPA,1898,113,0.075,35,American IPA,12,Black Market Brewing Company,Temecula, CA
279,Black Market Hefeweizen,1897,113,0.05,8,Hefeweizen,12,Black Market Brewing Company,Temecula, CA
280,Aftermath Pale Ale,1896,113,0.058,44,American Pale Ale (APA),12,Black Market Brewing Company,Temecula, CA
281,American India Red Ale,1850,295,0.071,83,American Strong Ale,12,Black Shirt Brewing Company,Denver, CO
282,American Red Porter,1849,295,0.071,45,American Porter,12,Black Shirt Brewing Company,Denver, CO
283,American Red Saison,1848,295,0.078,34,Saison / Farmhouse Ale,12,Black Shirt Brewing Company,Denver, CO
284,Colorado Red Ale,1847,295,0.066,44,American Amber / Red Ale,12,Black Shirt Brewing Company,Denver, CO
285,Saddle Bronc Brown Ale,2485,80,0.048,16,American Brown Ale,12,Black Tooth Brewing Company,Sheridan, WY
286,Bomber Mountain Amber Ale,2484,80,0.046,20,American Amber / Red Ale,12,Black Tooth Brewing Company,Sheridan, WY
287,Flying Sailor,2449,96,0.073,86,Rye Beer,12,Blackrocks Brewery,Marquette, MA
288,Nordskye ,2634,13,0.048,47,American IPA,12,Blackrocks Brewery,Marquette, MI
289,North Third Stout,2153,13,0.06,30,Foreign / Export Stout,12,Blackrocks Brewery,Marquette, MI
290,Honey Lav,1953,13,0.052,30,American Pale Wheat Ale,12,Blackrocks Brewery,Marquette, MI
291,Coconut Brown Ale,1496,13,0.068,74,American Brown Ale,12,Blackrocks Brewery,Marquette, MI
292,51K IPA,1481,13,0.07,51,American IPA,12,Blackrocks Brewery,Marquette, MI
293,Grand Rabbits,1480,13,0.055,35,Cream Ale,12,Blackrocks Brewery,Marquette, MI
294,1800 Big Log Wheat (2012),1564,381,0.05,21,American Pale Wheat Ale,12,Blue Blood Brewing Company,Lincoln, NE
295,Double Play Pilsner,1541,381,0.09,85,American Pilsner,12,Blue Blood Brewing Company,Lincoln, NE
296,Brewerhood Brown Ale,1321,381,0.055,35,American Brown Ale,12,Blue Blood Brewing Company,Lincoln, NE
297,Last Call Imperial Amber Ale,1320,381,0.08,74,American Amber / Red Ale,12,Blue Blood Brewing Company,Lincoln, NE
298,Pernicious Double IPA,1319,381,0.096,90,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE
299,6-4-3 Double Play Pilsner,1303,381,0.052,22,German Pilsener,12,Blue Blood Brewing Company,Lincoln, NE
300,N Street Drive-In 50th Anniversary IPA,1025,381,0.055,28,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE
301,467 Ethan's Stout,1012,381,0.05,25,American Stout,12,Blue Blood Brewing Company,Lincoln, NE
302,1335 Wicked Snout,942,381,0.064,90,Saison / Farmhouse Ale,12,Blue Blood Brewing Company,Lincoln, NE
303,543 Skull Creek Fresh Hopped Pale Ale,937,381,0.045,11,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE
304,1327 Pod's ESB,888,381,0.056,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
305,1327 Pod's ESB,886,381,0.056,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
306,1327 Pod's ESB,612,381,0.056,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
307,834 Happy As Ale,611,381,0.046,35,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE
308,Yellow Collar,1372,423,0.059,47,Mead,12,Blue Dog Mead,Eugene, OR
309,Green Collar,1371,423,0.059,14,Mead,12,Blue Dog Mead,Eugene, OR
310,Quarter Mile Double IPA,1812,305,0.08,80,American Double / Imperial IPA,12,Blue Hills Brewery,Canton, MA
311,Full Nelson Pale Ale,1547,383,0.059,60,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA
312,Steel Wheels ESB,1546,383,0.065,30,Extra Special / Strong Bitter (ESB),12,Blue Mountain Brewery,Afton, VA
313,Blue Mountain Classic Lager,1545,383,0.053,22,Euro Pale Lager,12,Blue Mountain Brewery,Afton, VA
314,Full Nelson Pale Ale (2010),119,383,0.059,60,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA
315,Kölsch 151,1408,415,0.049,16,Kölsch,12,Blue Mountain Brewery,Arrington, VA
316,Professor Black,2490,78,0.04,18,American Stout,12,Blue Owl Brewing,Austin, TX
317,Little Boss,2489,78,0.063,61,American Pale Wheat Ale,12,Blue Owl Brewing,Austin, TX
318,Van Dayum!,2488,78,0.07,51,American Amber / Red Ale,12,Blue Owl Brewing,Austin, TX
319,Spirit Animal,2487,78,0.098,25,American Pale Ale (APA),12,Blue Owl Brewing,Austin, TX
320,Toxic Sludge,939,490,0.07,20,American Black Ale,16,Blue Point Brewing Company,Patchogue, NY
321,Blue Point White IPA,692,490,0.06,40,American White IPA,12,Blue Point Brewing Company,Patchogue, NY
322,Blue Point Summer Ale,667,490,0.044,16,American Blonde Ale,12,Blue Point Brewing Company,Patchogue, NY
323,Toasted Lager,665,490,0.055,28,Vienna Lager,12,Blue Point Brewing Company,Patchogue, NY
324,Bohemian Export Lager,1607,365,0.06,24,Dortmunder / Export Lager,12,Bohemian Brewery,Midvale, UT
325,Altus Bohemes Altbier,1597,365,0.053,37,Altbier,12,Bohemian Brewery,Midvale, UT
326,Cherny Bock,344,365,0.04,35,Schwarzbier,12,Bohemian Brewery,Midvale, UT
327,Czech Pilsner,89,365,0.05,26,Czech Pilsener,12,Bohemian Brewery,Midvale, UT
328,Viennese Lager,88,365,0.05,13,Vienna Lager,12,Bohemian Brewery,Midvale, UT
329,Mad Manatee IPA,1569,379,0.065,52,American IPA,12,Bold City Brewery,Jacksonville, FL
330,Killer Whale Cream Ale,1568,379,0.055,31,Cream Ale,12,Bold City Brewery,Jacksonville, FL
331,Duke's Cold Nose Brown Ale,1188,379,0.06,45,American Brown Ale,12,Bold City Brewery,Jacksonville, FL
332,Longhop IPA,1891,282,0.042,30,American IPA,16,Bolero Snort Brewery,Ridgefield Park, NJ
333,Lucky Buck,1890,282,0.04,34,Irish Dry Stout,16,Bolero Snort Brewery,Ridgefield Park, NJ
334,Bomb Lager (New Recipe),577,526,0.051,17,Munich Helles Lager,12,Bomb Beer Company,New York, NY
335,Bomb Lager (Old Recipe),513,526,0.045,27,Munich Helles Lager,12,Bomb Beer Company,New York, NY
336,Firestarter India Pale Ale,2422,108,0.066,72,American IPA,12,Bonfire Brewing Company,Eagle, CO
337,Kilt Dropper Scotch Ale,1727,108,0.075,22,Scotch Ale / Wee Heavy,16,Bonfire Brewing Company,Eagle, CO
338,Wood Splitter Pilsner,1614,108,0.048,30,Czech Pilsener,16,Bonfire Brewing Company,Eagle, CO
339,Gyptoberfest,1613,108,0.056,26,Märzen / Oktoberfest,12,Bonfire Brewing Company,Eagle, CO
340,Farmer Wirtz India Pale Ale,1549,108,0.07,94,English India Pale Ale (IPA),16,Bonfire Brewing Company,Eagle, CO
341,Slow & Steady Golden Ale,1548,108,0.047,15,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO
342,Pink-I Raspberry IPA,1517,108,0.068,70,American IPA,16,Bonfire Brewing Company,Eagle, CO
343,Moe's Original Bar B Que 'Bama Brew Golden Ale,1500,108,0.047,22,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO
344,Live Local Golden Ale,1421,108,0.047,38,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO
345,Screaming Eagle Special Ale ESB,1360,108,0.048,38,Extra Special / Strong Bitter (ESB),12,Bonfire Brewing Company,Eagle, CO
346,Dirtbag Dunkel,1184,108,0.049,12,Munich Dunkel Lager,16,Bonfire Brewing Company,Eagle, CO
347,Kindler Pale Ale,1183,108,0.053,45,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO
348,Mistress Winter Wheat,1023,108,0.064,62,Winter Warmer,12,Bonfire Brewing Company,Eagle, CO
349,Tent Pole Vanilla Porter,998,108,0.061,64,American Porter,16,Bonfire Brewing Company,Eagle, CO
350,Awry Rye Pale Ale,997,108,0.058,60,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO
351,Demshitz Brown Ale,996,108,0.058,60,American Brown Ale,12,Bonfire Brewing Company,Eagle, CO
352,Wood Splitter Pilsner (2012),931,108,0.048,18,Czech Pilsener,12,Bonfire Brewing Company,Eagle, CO
353,Brush Creek Blonde,798,108,0.048,35,American Blonde Ale,16,Bonfire Brewing Company,Eagle, CO
354,Firestarter India Pale Ale,633,108,0.066,72,American IPA,16,Bonfire Brewing Company,Eagle, CO
355,Noche Dulce,2062,232,0.071,16,American Porter,16,Borderlands Brewing Company,Tucson, AZ
356,Porch Rocker,1830,301,0.045,8,Radler,12,Boston Beer Company,Boston, MA
357,Rebel IPA,1629,301,0.065,45,American IPA,16,Boston Beer Company,Boston, MA
358,Cold Snap,1601,301,0.055,25,Witbier,12,Boston Beer Company,Boston, MA
359,Samuel Adams Winter Lager,1427,301,0.056,27,Bock,12,Boston Beer Company,Boston, MA
360,Boston Lager,1349,301,0.049,30,Vienna Lager,16,Boston Beer Company,Boston, MA
361,Boston Lager,1310,301,0.049,30,Vienna Lager,12,Boston Beer Company,Boston, MA
362,Samuel Adams Octoberfest,1281,301,0.053,15,Märzen / Oktoberfest,12,Boston Beer Company,Boston, MA
363,Samuel Adams Summer Ale,1144,301,0.053,7,American Pale Wheat Ale,12,Boston Beer Company,Boston, MA
364,Boston Lager,1143,301,0.049,30,Vienna Lager,12,Boston Beer Company,Boston, MA
365,Hazed & Infused,1395,418,0.049,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
366,Hoopla Pale Ale,808,418,0.057,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
367,Hazed & Infused (2010),81,418,0.049,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
368,Heavy Lifting,2596,32,0.062,80,American IPA,12,Boulevard Brewing Company,Kansas City, MO
369,1492,2300,168,0.065,60,American Pale Ale (APA),12,Boxcar Brewing Company,West Chester, PA
370,Mango Ginger,2299,168,0.058,43,American IPA,12,Boxcar Brewing Company,West Chester, PA
371,Passenger,2298,168,0.047,28,English Dark Mild Ale,12,Boxcar Brewing Company,West Chester, PA
372,Plum St. Porter,2107,220,0.06,52,American Porter,12,Bozeman Brewing Company,Bozeman, MT
373,Plum St. Porter,1573,220,0.057,52,American Porter,12,Bozeman Brewing Company,Bozeman, MT
374,Bozone HopZone IPA,1289,220,0.07,80,American IPA,12,Bozeman Brewing Company,Bozeman, MT
375,Bozone Hefe Weizen,1288,220,0.06,25,Hefeweizen,12,Bozeman Brewing Company,Bozeman, MT
376,Bozone Select Amber Ale,470,220,0.055,40,American Amber / Red Ale,12,Bozeman Brewing Company,Bozeman, MT
377,Evil Owl,2167,208,0.052,40,American Amber / Red Ale,12,Branchline Brewing Company,San Antonio, TX
378,Post Time Kölsch,2204,196,0.05,40,Kölsch,16,Breakside Brewery,Portland, OR
379,Agave Wheat,1522,392,0.042,9,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO
380,SummerBright Ale,397,392,0.045,15,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO
381,Lucky U IPA,193,392,0.062,68,American IPA,12,Breckenridge Brewery,Denver, CO
382,Avalanche Ale,83,392,0.054,19,American Amber / Red Ale,12,Breckenridge Brewery,Denver, CO
383,"You're My Boy, Blue",1802,309,0.05,21,Fruit / Vegetable Beer,12,Brew Bus Brewing,Tampa, FL
384,Last Stop IPA,1801,309,0.072,60,American IPA,12,Brew Bus Brewing,Tampa, FL
385,Rollin Dirty Red Ale,1800,309,0.05,21,Irish Red Ale,12,Brew Bus Brewing,Tampa, FL
386,Are Wheat There Yet?,1799,309,0.055,28,American Pale Wheat Ale,12,Brew Bus Brewing,Tampa, FL
387,Insert Hop Reference,2619,20,0.058,11,American Pale Ale (APA),16,Brew Link Brewing,Plainfield, IN
388,Manitou Amber,2468,86,0.053,33,American Amber / Red Ale,16,Brewery Terra Firma,Traverse City, MI
389,Belfort,2637,11,0.067,72,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
390,Star Runner,2636,11,0.06,43,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
391,Tart Side of the Barrel,2598,11,0.098,49,American Double / Imperial Stout,16,Brewery Vivant,Grand Rapids, MI
392,Linnaeus Mango IPA,2597,11,0.06,25,American IPA,16,Brewery Vivant,Grand Rapids, MI
393,Beasts A'Burnin',2548,11,0.07,69,Rauchbier,16,Brewery Vivant,Grand Rapids, MI
394,Verdun,2542,11,0.077,73,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
395,Barrel Aged Triomphe,2541,11,0.065,90,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
396,Cherry Doppelbock,2504,11,0.065,75,Doppelbock,16,Brewery Vivant,Grand Rapids, MI
397,Tropical Saison,2500,11,0.065,20,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
398,Beach Patrol,2499,11,0.065,44,Witbier,16,Brewery Vivant,Grand Rapids, MI
399,Nuit Serpent,2498,11,0.05,31,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
400,Paris,2481,11,0.09,85,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
401,The Grand Army,2476,11,0.055,13,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
402,Acidulated Trip,2467,11,0.059,42,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
403,Root Stock,2466,11,0.066,30,Rye Beer,16,Brewery Vivant,Grand Rapids, MI
404,Mind Games,2465,11,0.041,18,Dunkelweizen,16,Brewery Vivant,Grand Rapids, MI
405,Sous Chef,2433,11,0.082,95,Belgian Strong Pale Ale,16,Brewery Vivant,Grand Rapids, MI
406,Dubbelicious,2418,11,0.065,20,Dubbel,16,Brewery Vivant,Grand Rapids, MI
407,Psychopomp,2416,11,0.062,61,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
408,Fat Paczki,2382,11,0.082,100,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
409,Earth-Like Planets,2381,11,0.049,22,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
410,Ski Patrol,2290,11,0.061,94,Witbier,16,Brewery Vivant,Grand Rapids, MI
411,Viking Ice Hole,2241,11,0.063,76,Oatmeal Stout,16,Brewery Vivant,Grand Rapids, MI
412,Rye Porter,2240,11,0.056,4,American Porter,16,Brewery Vivant,Grand Rapids, MI
413,Wizard Burial Ground,2137,11,0.099,19,Quadrupel (Quad),16,Brewery Vivant,Grand Rapids, MI
414,Smoky Wheat,2101,11,0.051,24,Rauchbier,16,Brewery Vivant,Grand Rapids, MI
415,BRIPA,2092,11,0.062,42,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
416,Mela,2091,11,0.062,99,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
417,W.I.P.A Snappa,2086,11,0.053,30,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
418,Pepper in the Rye,2023,11,0.063,23,Rye Beer,16,Brewery Vivant,Grand Rapids, MI
419,Moe Lasses',2006,11,0.064,62,American Stout,16,Brewery Vivant,Grand Rapids, MI
420,Pumpkin Tart,1997,11,0.07,70,Fruit / Vegetable Beer,16,Brewery Vivant,Grand Rapids, MI
421,Undertaker,1977,11,0.067,44,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
422,Undertaker (2014),1976,11,0.067,44,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
423,Coq D'Or,1974,11,0.05,17,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
424,North French,1973,11,0.06,45,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
425,Agent a Deux,1959,11,0.065,65,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
426,Belgian Wit,1958,11,0.045,17,Witbier,16,Brewery Vivant,Grand Rapids, MI
427,Pothole Stout,1949,11,0.063,69,American Stout,16,Brewery Vivant,Grand Rapids, MI
428,Tree Bucket,1947,11,0.093,99,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
429,Le Flaneur Ale,1785,11,0.073,40,American Wild Ale,16,Brewery Vivant,Grand Rapids, MI
430,Maize & Blueberry,1651,11,0.056,37,Fruit / Vegetable Beer,16,Brewery Vivant,Grand Rapids, MI
431,Trebuchet Double IPA,1443,11,0.093,75,American Double / Imperial IPA,16,Brewery Vivant,Grand Rapids, MI
432,Contemplation,1352,11,0.065,65,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
433,Black Rabbit,1267,11,0.05,20,American Black Ale,16,Brewery Vivant,Grand Rapids, MI
434,Zaison,1266,11,0.09,85,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
435,Vivant Tripel,1178,11,0.082,70,Tripel,16,Brewery Vivant,Grand Rapids, MI
436,Tart Side of the Moon,1136,11,0.098,19,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
437,Big Red Coq,1044,11,0.06,21,American Amber / Red Ale,16,Brewery Vivant,Grand Rapids, MI
438,Hubris Quadrupel Anniversary Ale,1033,11,0.099,25,Quadrupel (Quad),16,Brewery Vivant,Grand Rapids, MI
439,Plow Horse Belgian Style Imperial Stout,1031,11,0.095,75,American Double / Imperial Stout,16,Brewery Vivant,Grand Rapids, MI
440,Escoffier Bretta Ale,909,11,0.092,24,American Wild Ale,16,Brewery Vivant,Grand Rapids, MI
441,Contemplation (2012),873,11,0.065,70,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
442,Vivant Belgian Style Imperial Stout (2012),860,11,0.099,104,Russian Imperial Stout,16,Brewery Vivant,Grand Rapids, MI
443,Big Red Coq (2012),677,11,0.062,80,American Amber / Red Ale,16,Brewery Vivant,Grand Rapids, MI
444,Zaison (2012),671,11,0.09,60,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
445,Vivant Tripel (2012),670,11,0.092,75,Tripel,16,Brewery Vivant,Grand Rapids, MI
446,Trebuchet Double IPA (2012),669,11,0.097,92,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
447,Kludde,627,11,0.085,100,Belgian Strong Dark Ale,16,Brewery Vivant,Grand Rapids, MI
448,Farm Hand,387,11,0.055,17,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
449,Solitude,385,11,0.06,24,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
450,Triomphe,384,11,0.065,65,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
451,Tampa Pale Ale,1096,468,0.04,35,American Pale Ale (APA),12,Brindle Dog Brewing Company,Tampa Bay, FL
452,Orange Grove Wheat Ale,1095,468,0.041,21,American Pale Wheat Ale,12,Brindle Dog Brewing Company,Tampa Bay, FL
453,Broad Brook Ale,2456,90,0.061,94,American Amber / Red Ale,16,Broad Brook Brewing LLC,East Windsor, CT
454,Northern Lights Amber Ale,921,494,0.05,15,American Amber / Red Ale,12,Broken Tooth Brewing Company,Anchorage, AK
455,Polar Pale Ale,920,494,0.052,17,American Pale Ale (APA),12,Broken Tooth Brewing Company,Anchorage, AK
456,Chugach Session Ale,919,494,0.048,22,Cream Ale,12,Broken Tooth Brewing Company,Anchorage, AK
457,Fairweather IPA,648,494,0.061,64,American IPA,12,Broken Tooth Brewing Company,Anchorage, AK
458,East India Pale Ale,1279,438,0.068,47,English India Pale Ale (IPA),16,Brooklyn Brewery,Brooklyn, NY
459,Brooklyn Summer Ale,756,438,0.045,11,English Pale Mild Ale,12,Brooklyn Brewery,Brooklyn, NY
460,East India Pale Ale,566,438,0.068,47,English India Pale Ale (IPA),12,Brooklyn Brewery,Brooklyn, NY
461,Brooklyn Summer Ale (2011),328,438,0.045,45,English Pale Mild Ale,12,Brooklyn Brewery,Brooklyn, NY
462,Brooklyn Lager (16 oz.),66,438,0.052,27,American Amber / Red Lager,16,Brooklyn Brewery,Brooklyn, NY
463,Brooklyn Lager (12 oz.),65,438,0.052,22,American Amber / Red Lager,12,Brooklyn Brewery,Brooklyn, NY
464,Tour de Nez Belgian IPA (Current),538,531,0.08,80,Belgian IPA,16,Buckbean Brewing Company,Reno, NV
465,Roler Bock (Current),504,531,0.055,42,Maibock / Helles Bock,16,Buckbean Brewing Company,Reno, NV
